Name,Price,Warranty,Brand,Purpose,Color,gen,CPU,Number of cores,Clock,Cache,OS,Ram,Max Ram,Display Size,Touchable,Display Res,Integrated Graphics,AddGraphics,VGA Memory,HDD,SSD,Optical Disk,Number Keys,LED,USB Ports,HDMI Ports,LANPorts,VGAPorts,Weight,Cells pin,VR support
Máy xách tay/ Laptop Asus A510UF-EJ182T (I7-8550U) (Vàng),17.190.000 ?,24,Asus,Multimedia,Vàng,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,NVIDIA GeForce MX130,2GB,1TB,Không có,Không,Không,Không có,4,1,Không,Không,1.66 kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 120s-11IAP-81A4006YVN (N3350) (Hồng),4.990.000 ?,12,Lenovo,Office,Hồng,Intel Celeron,N3350,2,1.1 GHz,20MB,Windows 10,2GB,Đang cập nhật,"11.6""",Không,1366 x 768,Intel HD Graphics 500,Không có,Không,Không có,32GB,Không,Không,Không có,3,1,Không,Không,1.27 Kg,2,Không
Máy xách tay/ Laptop Asus S510UN-BQ319T (I5-8250U) (Vàng),19.290.000 ?,24,Asus,Multimedia,Vàng,Intel Core i3 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,NVIDIA GeForce MX150,2GB,1TB,128GB,Không,Không,Đơn sắc,4,1,Không,Không,1.64 kg,3,Không
Máy xách tay/ Laptop Acer Spin 1 SP111-31-C64T (NX.GL2SV.001) (Xanh),8.099.000 ?,12,Acer,Office,Xanh,Intel Celeron,N3350,2,1.1 GHz,2MB,Windows 10,4GB,8GB,"11.6""",Không,1366 x 768,Intel HD Graphics 500,Không có,Không,Không có,60GB,Không,Không,Không có,3,1,Không,Không,1.5 Kg,4,Không
Máy xách tay/ Laptop Asus A411UF-BV087T (I5-8250U) (Vàng ??ng),13.990.000 ?,24,Asus,Office,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,4GB,"14.0""",Không,1366 x 768,Intel UHD Graphics 620,NVIDIA GeForce MX130,2GB,1TB,Không có,Không,Không,Đơn sắc,4,1,Không,Không,1.43 Kg,3,Không
Máy xách tay/ Laptop Lenovo Thinkpad L480-20LSS01200 (I5-8250U) (Đen),17.890.000 ?,12,Lenovo,Office,Đen,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Không có,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Đơn sắc,3,1,Có,Không,1.72 Kg,3,Không
Máy xách tay/ Laptop HP Spectre x360 13-ae516TU (3PP19PA) (Đen),41.990.000 ?,12,HP,Multimedia,Đen,Intel Core i7 8th Gen,I7-8550U,1,1.8 GHz,8MB,Windows 10,8GB,8GB,"13.3""",Có,1920 x 1080,Intel UHD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Đơn sắc,1,0,Không,Không,1.32 Kg,3,Không
Máy xách tay/ Laptop HP Envy 13-ah0025TU (4ME92PA) (Vàng ??ng),20.990.000 ?,12,HP,Office,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,8GB,8GB,"13.3""",Không,1920 x 1080,Intel UHD Graphics 620,Không có,Không,Không có,128GB,Không,Không,Đơn sắc,3,0,Không,Không,1.23 Kg,4,Không
Máy xách tay/ Laptop MSI GV62 7RD-2823VN (I7-7700HQ),24.690.000 ?,24,MSI,Gaming,Đen,Intel Core i7 7th Gen,i7-7700HQ,4,2.8 GHz,6MB,Windows 10,8GB,32GB,"15.6""",Không,1920 x 1080,Intel HD Graphics 630,NVIDIA GeForce GTX 1050,4GB,1TB,Không có,Không,Có,Đơn sắc,4,1,Có,Không,2.4 Kg,6,Không
Máy xách tay/ Laptop Lenovo V330-14IKBR-81B0008LVN (I5-8250U) (Đen),13.290.000 ?,12,Lenovo,Office,Đen,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Không có,4GB,12GB,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Có,Đơn sắc,4,1,Có,Có,1.55 Kg,2,Không
Máy xách tay/ Laptop HP Pavilion X360 11-ad032TU (3MS14PA),13.490.000 ?,12,HP,Office,Trắng,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,8GB,"11.6""",Có,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Không,Không,Đơn sắc,3,1,Không,Không,1.3 Kg,2,Không
Máy xách tay/ Laptop Asus TP203NAH-BP049T (N4200) (Vàng),9.790.000 ?,24,Asus,Office,Vàng,Intel Pentium,N4200,4,1.1 GHz,2MB,Windows 10,4GB,4GB,"11.6""",Có,1366 x 768,Intel HD Graphics 505,Không có,Không,1TB,Không có,Không,Không,Không có,2,1,Không,Không,1.31 kg,3,Không
Máy xách tay/ Laptop HP Pavilion 15-cc015TU (2JQ07PA) (Vàng),11.990.000 ?,12,HP,Multimedia,Vàng,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,16GB,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Có,Có,Không có,2,1,Có,Không,2.12 Kg,3,Không
Máy xách tay/ Laptop HP Pavilion 15-cc058TX (3MS19PA),17.990.000 ?,12,HP,Multimedia,Bạc,Intel Core i7 7th Gen,i7-7500U,2,2.7 GHz,45MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,NVIDIA GeForce 940MX,2GB,1TB,Không có,Không,Có,Đơn sắc,3,1,Có,Không,2.15 Kg,3,Không
Máy xách tay/ Laptop Asus A510UF-BR185T (I5-8250U) (Vàng),13.990.000 ?,24,Asus,Office,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,16GB,"15.6""",Không,1366 x 768,Intel HD Graphics 620,NVIDIA GeForce MX130,2GB,1TB,Không có,Không,Không,Đơn sắc,4,1,Không,Không,1.7 Kg,3,Không
Máy xách tay/ Laptop Lenovo Yoga 520-14IKB-80X8016EVN (I3-7130U) (Vàng),12.490.000 ?,12,Lenovo,Office,Vàng,Intel Core i3 7th Gen,i3-7130U,2,2.7 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Có,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Đơn sắc,3,1,Không,Không,1.76 Kg,2,Không
Máy xách tay/ Laptop Dell Vostro 3578-V3578A (Đen),15.190.000 ?,12,Dell,Office,Đen,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Ubuntu,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel UHD Graphics 620,AMD Radeon 520,2GB,1TB,Không có,Có,Có,Đơn sắc,3,1,Có,Có,2.29 Kg,4,Không
Máy xách tay/ Laptop Asus S410UN-EB022T (I5-8250U) (Vàng ??ng),19.290.000 ?,24,Asus,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,12GB,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,NVIDIA GeForce MX150,2GB,1TB,128GB,Không,Không,Đơn sắc,4,1,Không,Không,1.43 Kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 110-14IBR-80T600AJVN (N3710) (Đen),6.700.000 ?,12,Lenovo,Office,Đen,Intel Pentium,N3710,4,1.6 GHz,2MB,Windows 10,4GB,4GB,"14.0""",Không,1366 x 768,Intel HD Graphics 405,Không có,Không,500GB,Không có,Không,Không,Đơn sắc,2,1,Có,Không,2.0 Kg,3,Không
Máy xách tay/ Laptop MSI GP63 8RD-098VN (I7-8750H),34.990.000 ?,24,MSI,Gaming,Đen,Intel Core i7 8th Gen,i7-8750H,6,2.2 GHz,9MB,Windows 10,16GB,32GB,"15.6""",Không,1920 x 1080,Intel UHD Graphics 630,NVIDIA GeForce GTX 1050Ti,4GB,1TB,128GB,Không,Có,RGB,4,1,Có,Không,2.2 Kg,6,Không
Máy xách tay/ Laptop MSI GL63 8RC-266VN (I5-8300H),23.990.000 ?,24,MSI,Gaming,Đen,Intel Core i5 8th Gen,i5-8300H,4,2.2 GHz,8MB,Windows 10,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel UHD Graphics 630,NVIDIA GeForce GTX 1050,4GB,1TB,128GB,Không,Có,Đơn sắc,4,1,Có,Không,2.2 Kg,6,Không
Máy xách tay/ Laptop HP Pavilion 14-bf035TU (3MS07PA) (Hồng),12.490.000 ?,12,HP,Multimedia,Hồng,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,16GB,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.54 Kg,3,Không
Máy xách tay/ Laptop Asus FX503VD-E4082T (I5-7300HQ) (Đen),19.990.000 ?,24,Asus,Gaming,Đen,Intel Core i5 7th Gen,i5-7300HQ,4,2.5 GHz,6MB,Windows 10,8GB,32GB,"15.6""",Không,1920 x 1080,Intel HD Graphics 630,NVIDIA Geforce GTX 1050,4GB,1TB,Không có,Không,Có,Đơn sắc,3,1,Có,Không,2.3kg,4,Không
Máy xách tay/ Laptop Asus X540UP-GO106D (I3-7100U) (Đen),10.590.000 ?,24,Asus,Multimedia,Đen,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,AMD Radeon R5 M420,2GB,1TB,Không có,Không,Có,Không có,4,1,Có,Có,2kg,3,Không
Máy xách tay/ Laptop Asus S410UA-EB015T (I5-8250U) (Vàng ??ng),16.590.000 ?,24,Asus,Office,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,4,1,Không,Không,1.43kg,3,Không
Máy xách tay/ Laptop Asus S410UA-EB003T (I5-8250U) (Vàng ??ng),15.490.000 ?,24,Asus,Office,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,12GB,"14.0""",Không,1920 x 1080,Intel UHD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,4,1,Không,Không,1.43kg,3,Không
Máy xách tay/ Laptop Dell Inspiron 13 7373-C3TI501OW (Xám),26.690.000 ?,12,Dell,Multimedia,Xám,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,8GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,1,Có,Không,1.35kg,3,Không
Máy xách tay/ Laptop Dell Inspiron 14 3462-6PFTF11 (Đen),7.490.000 ?,12,Dell,Multimedia,Đen,Intel Pentium,N4200,2,1.1 GHz,2MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 505,Không có,Không,500GB,Không có,Có,Không,Không có,3,1,Không,Không,1.8 kg,4,Không
Máy xách tay/ Laptop Dell Inspiron 14 5468 (F5468-70119161) (Bạc),18.790.000 ?,12,Dell,Multimedia,Bạc,Intel Core i7 7th Gen,i7-7500U,2,2.7 GHz,4MB,Windows 10,8GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics,Radeon R7 M440,2GB,1TB,Không có,Có,Không,Không có,3,1,Có,Không,2.11 Kg,4,Không
Máy xách tay/ Laptop Dell Inspiron 15 5570-N5570A (Bạc),23.990.000 ?,12,Dell,Multimedia,Bạc,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,6MB,Windows 10,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel UHD Graphics 600,AMD Radeon 530,4GB,1TB,128GB,Có,Có,Không có,4,1,Có,Không,2.3kg,3,Không
Máy xách tay/ Laptop HP Probook 450 G4-Z6T23PA (Bạc),17.090.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,8GB,32GB,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce 930MX,2GB,500GB,Không có,Không,Có,Không có,3,1,Có,Có,2.04kg,3,Không
Máy xách tay/ Laptop HP 15-bs553TU (2GE36PA) (Đen),6.990.000 ?,12,HP,Multimedia,Đen,Intel Pentium,N3710,4,1.6 GHz,2MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 405,Không có,Không,500GB,Không có,Có,Có,Không có,3,1,Có,Có,1.9kg,4,Không
Máy xách tay/ Laptop Dell Inspiron 15 5570-M5I5238W (Bạc),17.290.000 ?,12,Dell,Multimedia,Bạc,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel UHD Graphics 620,AMD Radeon 530,Không,1TB,Không có,Có,Có,Không có,3,1,Có,Không,2.3kg,3,Không
Máy xách tay/ Laptop HP 14-bs561TU (2GE29PA) (Đen),6.990.000 ?,12,HP,Multimedia,Đen,Intel Pentium,N3710,2,1.6 GHz,2MB,Free DOS,4GB,16GB,"14.0""",Không,1366 x 768,Intel HD Graphics 405,Không có,Không,500GB,Không có,Không,Không,Không có,2,1,Có,Có,1.7kg,4,Không
Máy xách tay/ Laptop Dell Inspiron 15 5570-244YV1 (Bạc),17.490.000 ?,12,Dell,Multimedia,Bạc,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,8GB,8GB,"15.6""",Không,1920 x 1080,Intel UHD Graphics 620,Không có,Không,1TB,Không có,Có,Có,Không có,3,1,Có,Không,2.25kg,3,Không
Máy xách tay/ Laptop Asus S510UQ-BQ475T (I5-8250U) (Vàng ??ng),16.590.000 ?,24,Asus,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce 940MX,2GB,1TB,Không có,Không,Không,Không có,4,1,Có,Không,1.7kg,3,Không
Máy xách tay/ Laptop Asus S410UA-EB220T (I7-8550U) (Vàng ??ng),18.890.000 ?,24,Asus,Office,Vàng,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,4,1,Không,Không,1.43kg,3,Không
Máy xách tay/ Laptop Lenovo Yoga 520-14IKB-80X80109VN (I5-7200U) (Xám),14.700.000 ?,12,LENOVO,Multimedia,Xám,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Có,1920 x 1080,Intel HD Graphics,Không có,Không,1TB,Không có,Không,Không,Đơn sắc,3,1,Không,Không,1.74kg,2,Không
Máy xách tay/ Laptop Dell Inspiron 14 3467-C4I51107 (Đen),12.490.000 ?,12,Dell,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Có,Không,Không có,3,1,Có,Không,1.81kg,4,Không
Máy xách tay/ Laptop MacBook Air MQD32HN/A,21.600.000 ?,12,Apple,Office,Bạc,Intel Core i5,i5,2,1.8 GHz,3MB,OS X,8GB,Đang cập nhật,"13.3""",Không,1440 x 900,Intel HD Graphics 6000,Không có,Không,Không có,128GB,Không,Không,Không có,0,0,Không,Không,1.35kg,Gắn liền,Không
Máy xách tay/ Laptop Lenovo Ideapad 320S-14IKBR-81BN0051VN (i5-8250U) (Xám),12.500.000 ?,12,Lenovo,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Không,Không,1.7kg,2,Không
Máy xách tay/ Laptop Asus X542UQ-GO241T (I5-8250U) (??ng),13.490.000 ?,24,Asus,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,NVIDIA GeForce 940MX,2GB,1TB,Không có,Không,Có,Không có,3,1,Có,Có,2.2kg,3,Không
Máy xách tay/ Laptop Asus S510UQ-BQ483T (I7-8550U) (Vàng ??ng),20.690.000 ?,24,Asus,Multimedia,Vàng,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Windows 10,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,NVIDIA GeForce 940MX,2GB,1TB,Không có,Không,Không,Không có,4,1,Không,Không,1.7kg,3,Không
Máy xách tay/ Laptop Dell Vostro 3468-K5P6W14 (I5-7200U) (Đen),13.290.000 ?,12,Dell,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,16GB,"14.0""",Không,1366 x 768,Intel HD Graphics,AMD Radeon R5 M420,2GB,500GB,Không có,Có,Không,Không có,3,1,Có,Có,1.95kg,4,Không
Máy xách tay/ Laptop Asus UX430UN-GV096T (I7-8550U) (Vàng ??ng),26.090.000 ?,24,Asus,Multimedia,Vàng,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Windows 10,8GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce MX150,2GB,Không có,256GB,Không,Không,Không có,3,1,Có,Không,1.25kg,3,Không
Máy xách tay/ Laptop Asus X441UA-WX027T (I3-6100U) (Đen),9.490.000 ?,24,Asus,Office,Vàng,Intel Core i3 6th Gen,i3-6100U,2,2.3 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Có,1.75kg,3,Không
Máy xách tay/ Laptop Asus E402NA-GA025T (N4200) (Xanh),7.290.000 ?,24,Asus,Office,Xanh,Intel Pentium,N4200,4,1.1 GHz,2MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 505,Không có,Không,500GB,Không có,Có,Không,Không có,3,1,Có,Có,1.65kg,2,Không
Máy xách tay/ Laptop MacBook Air MQD32ZP/A,21.600.000 ?,12,Apple,Office,Bạc,Intel Core i5,i5,2,1.8 GHz,3MB,OS X,8GB,Đang cập nhật,"13.3""",Không,1440 x 900,Intel HD Graphics 6000,Không có,Không,Không có,128GB,Không,Không,Không có,3,0,Không,Không,1.35kg,Gắn liền,Không
Máy xách tay/ Laptop Asus X510UQ-BR747T (I7-8550U) (Vàng),16.790.000 ?,24,Asus,Multimedia,Đen,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,NVIDIA GeForce 940MX,2GB,1TB,Không có,Không,Không,Không có,4,1,Không,Không,1.7kg,3,Không
Máy xách tay/ Laptop Dell Vostro 3468 (F3468-70090698) (Đen),13.790.000 ?,12,Dell,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Có,Không,Không có,3,1,Có,Có,2kg,4,Không
Máy xách tay/ Laptop Dell Inspiron 13 5379-C3TI7501W (Xám),22.990.000 ?,12,Dell,Multimedia,Xám,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Windows 10,8GB,Đang cập nhật,"13.3""",Có,1920 x 1080,Intel UHD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.62kg,3,Không
Máy xách tay/ Laptop Asus S410UA-EB218T (I3-7100U) (Vàng ??ng),12.390.000 ?,24,Asus,Office,Vàng,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,4,1,Không,Không,1.43kg,3,Không
Máy xách tay/ Laptop Asus X541UA-XX272T (I3-6100U) (Đen),9.790.000 ?,24,Asus,Office,Đen,Intel Core i3 6th Gen,i3-6100U,2,1.1 GHz,2MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 520,Không có,Không,1TB,Không có,Có,Có,Không có,3,1,Có,Có,2kg,3,Không
Máy xách tay/ Laptop Acer A7 A715-71G-52WP (NX.GP8SV.005) (Đen),18.090.000 ?,12,Acer,Multimedia,Đen,Intel Core i5 7th Gen,i5-7300HQ,4,2.5 GHz,6MB,Free DOS,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 630,NVIDIA Geforce GTX 1050,2GB,1TB,Không có,Không,Có,Không có,4,1,Có,Không,2.37 kg,4,Không
Máy xách tay/ Laptop HP Pavilion X360 14-ba065TU (2GV27PA) (Bạc),15.990.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Có,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Không,Không,Không có,3,1,Không,Không,1.7kg,3,Không
Máy xách tay/ Laptop Dell Inspiron 3567-N3567C (Đen),9.990.000 ?,12,Dell,Multimedia,Đen,Intel Core i3 6th Gen,i3-6006U,2,2.0 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 520,Không có,Không,1TB,Không có,Có,Có,Không có,3,1,Có,Không,2.2kg,4,Không
Máy xách tay/ Laptop Asus X542UA-GO349T (I5-8250U) (??ng),12.590.000 ?,24,Asus,Office,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Có,Có,Không có,4,1,Có,Có,2.1kg,2,Không
Máy xách tay/ Laptop Asus UX370UA-C4217TS (I7-8550U) (Xanh),41.290.000 ?,24,Asus,Office,Xanh,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Windows 10,8GB,Đang cập nhật,"13.3""",Có,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,512GB,Không,Không,Không có,2,0,Không,Không,1.1kg,2,Không
Máy xách tay/ Laptop Dell Vostro 3468-K5P6W12 (I5-7200U) (Đen),14.290.000 ?,12,Dell,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics,AMD Radeon R5 M420,2GB,500GB,Không có,Có,Không,Không có,3,1,Có,Có,2.0kg,4,Không
Máy xách tay/ Laptop Asus X540NA-GO032T (Pentium N4200) (Đen),7.290.000 ?,24,Asus,Multimedia,Đen,Intel Pentium,N4200,4,1.1 GHz,2MB,Windows 10,4GB,8GB,"15.6""",Không,1366 x 768,Intel HD Graphics,Không có,Không,500GB,Không có,Có,Có,Không có,3,1,Không,Không,2 kg,3,Không
Máy xách tay/ Laptop Asus S510UA-BQ414T (I5-8250U) (Vàng ??ng),15.790.000 ?,24,Asus,Office,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,4,1,Không,Không,1.7kg,3,Không
Máy xách tay/ Laptop Acer A315-31-C8GB (NX.GNTSV.001) (Đen),5.990.000 ?,12,Acer,Multimedia,Đen,Intel Celeron,N3350,2,1.1 GHz,2MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,Không có,Không,500GB,Không có,Không,Có,Không có,3,1,Có,Không,1.87kg,2,Không
Máy xách tay/ Laptop Dell Vostro 5568 (F5568-70133573) (Vàng),16.890.000 ?,12,Dell,Multimedia,Vàng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,8GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Có,Không có,4,1,Có,Không,2.3kg,3,Không
Máy xách tay/ Laptop Lenovo Yoga 520-14IKB-80X800T2VN (I3-7100U) (Vàng),14.090.000 ?,12,Lenovo,Multimedia,Vàng,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Có,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,2,1,Không,Không,1.8kg,2,Không
Máy xách tay/ Laptop Asus UX430UA-GV334T (I5-8250U) (Xanh),21.490.000 ?,24,Asus,Office,Xanh,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,8GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,1,Có,Không,1.25kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 120s-81A40074VN (N3350) (Xám),5.990.000 ?,12,Lenovo,Multimedia,Xám,Intel Pentium,N3350,2,1.1 GHz,2MB,Free DOS,4GB,Đang cập nhật,"11.6""",Không,1366 x 768,Intel HD Graphics 500,Không có,Không,500GB,Không có,Không,Không,Không có,2,1,Có,Không,1.26kg,2,Không
Máy xách tay/ Laptop Asus X510UA-BR650T (I3-7100U) (??ng),10.890.000 ?,24,Asus,Office,Vàng,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Có,Không có,4,1,Có,Không,1.7kg,3,Không
Máy xách tay/ Laptop Lenovo Yoga 520-14IKB-80X80106VN (I3-7130U) (Xám),11.590.000 ?,12,Lenovo,Multimedia,Bạc,Intel Core i3 7th Gen,i3-7130U,2,2.7 GHz,6MB,Windows 10,4GB,8GB,"14.0""",Có,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Không,Không,Không có,3,1,Có,Không,1.7 kg,2,Không
Máy xách tay/ Laptop HP EliteBook X360 1030 G2 (1GY37PA) (Bạc),42.990.000 ?,12,HP,Multimedia,Bạc,Intel Core i7 7th Gen,i7-7600U,2,2.8 GHz,4MB,Windows 10,8GB,Không,"13.3""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,512GB,Không,Không,Đơn sắc,2,1,Không,Không,1.28 Kg,3,Không
Máy xách tay/ Laptop Asus X541UA-GO1372T (I3-7100U) (Đen),10.140.000 ?,24,Asus,Multimedia,Đen,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Có,Không có,3,1,Không,Có,1.9kg,3,Không
